type	ear	pollen	target_id
mRNA	0.00356937	5.41076	Transcript_425
mRNA	0.0	0.00016413799999999998	Transcript_428
mRNA	0.0	0.34287	Transcript_429
mRNA	1.6336600000000001	1.65943	Transcript_438
mRNA	0.0	2.7279299999999997	Transcript_445
mRNA	6.25018	2.8088599999999997	Transcript_450
mRNA	7.46473	3.5131099999999997	Transcript_459
mRNA	0.0	1.3041399999999999	Transcript_472
mRNA	0.0	1.45127	Transcript_482
mRNA	4.51795	7.362830000000001	Transcript_485
mRNA	0.0	3.4552400000000003	Transcript_488
mRNA	0.0	7.87608	Transcript_489
mRNA	1.39521	1.98783e-05	Transcript_494
mRNA	0.0	3.07963	Transcript_496
mRNA	12.3364	5.58983	Transcript_501
mRNA	0.0	4.364730000000001	Transcript_503
mRNA	3.35796	1.8038	Transcript_504
mRNA	3.8174099999999997	6.86884	Transcript_507
mRNA	3.83733	3.64871	Transcript_508
mRNA	0.0	2.87465	Transcript_513
mRNA	1.99023	3.9797300000000004	Transcript_522
mRNA	1.2330299999999998	0.890275	Transcript_523
mRNA	0.0	6.64962	Transcript_526
mRNA	8.417530000000001e-05	5.85845	Transcript_528
mRNA	6.19072	5.498069999999999	Transcript_534
mRNA	9.782949999999999e-07	0.227027	Transcript_536
mRNA	3.07714	2.85938	Transcript_537
mRNA	3.5575699999999997	2.7770799999999998	Transcript_538
mRNA	0.0	10.7017	Transcript_539
mRNA	3.88275	59.8701	Transcript_541
mRNA	1.6286	14.7091	Transcript_545
mRNA	0.038139599999999996	7.566319999999999	Transcript_557
mRNA	0.0	0.00885577	Transcript_558
mRNA	0.0	0.0	Transcript_559
mRNA	0.14107	1.50258	Transcript_564
mRNA	0.0	2.2551900000000002	Transcript_565
mRNA	1.7975700000000002e-08	0.0	Transcript_566
mRNA	0.767178	5.00192	Transcript_567
mRNA	1.6484400000000001	1.94154	Transcript_570
mRNA	7.662489999999999	6.586989999999999	Transcript_573
mRNA	1.01366	0.0	Transcript_580
mRNA	1.26081	3.31965	Transcript_591
mRNA	0.0	2.70344	Transcript_597
mRNA	0.8781620000000001	0.9214709999999999	Transcript_600
mRNA	0.0	1.91748e-09	Transcript_602
mRNA	0.0	0.0	Transcript_604
mRNA	3.7425e-06	5.27548	Transcript_605
mRNA	0.8807590000000001	3.33299	Transcript_609
mRNA	0.0	16.3437	Transcript_611
mRNA	0.0	6.943639999999999	Transcript_616
mRNA	8.527239999999999	1.12755	Transcript_618
mRNA	0.0	2.47821	Transcript_625
mRNA	0.5616909999999999	14.3698	Transcript_630
mRNA	4.60444	9.80376	Transcript_634
mRNA	0.0	7.32867	Transcript_636
mRNA	0.0	1.9192599999999997	Transcript_638
mRNA	1.3633899999999999	1.17059	Transcript_639
mRNA	3.40624	2.0137099999999997	Transcript_643
mRNA	3.69593	6.30138	Transcript_648
mRNA	0.0	1.14469	Transcript_651
mRNA	3.05844	7.98762	Transcript_652
mRNA	0.0	4.11891	Transcript_662
mRNA	0.0	1.6853099999999999	Transcript_664
mRNA	0.0	0.0	Transcript_665
mRNA	0.00314603	0.0	Transcript_667
mRNA	2.20357	6.87275	Transcript_678
mRNA	0.0	5.4433	Transcript_682
mRNA	3.15351	8.60088	Transcript_686
mRNA	0.0	35.9713	Transcript_688
mRNA	0.345265	1.42472	Transcript_692
mRNA	1.8947900000000002	6.293080000000001	Transcript_693
mRNA	0.0	5.7550300000000005	Transcript_694
mRNA	0.0	4.0029699999999995	Transcript_700
mRNA	0.0	12.9186	Transcript_705
mRNA	0.0	6.78655	Transcript_708
mRNA	18.7473	15.6707	Transcript_714
mRNA	3.677	4.08542	Transcript_717
mRNA	0.0	3.31006	Transcript_718
mRNA	134.806	73.1413	Transcript_719
mRNA	0.0	1.00476	Transcript_721
mRNA	0.0	1.82933	Transcript_722
mRNA	0.0	1.1770100000000001	Transcript_725
mRNA	2.19786	8.45594	Transcript_726
mRNA	0.0	25.646	Transcript_727
mRNA	4.36041	3.86685	Transcript_730
mRNA	0.8307969999999999	3.8938300000000003	Transcript_731
mRNA	0.22998200000000002	3.00913	Transcript_732
mRNA	0.0	0.47569700000000004	Transcript_734
mRNA	4.71194	5.84656	Transcript_735
mRNA	0.0	0.808825	Transcript_738
mRNA	0.0	4.66785	Transcript_740
mRNA	7.7622800000000005	10.46	Transcript_741
mRNA	0.79209	0.0	Transcript_742
mRNA	0.0	0.0721375	Transcript_743
mRNA	0.0	5.2464	Transcript_745
mRNA	0.0	1.16816e-06	Transcript_747
mRNA	3.69414	8.83482	Transcript_748
mRNA	0.500366	13.3887	Transcript_749
mRNA	0.0	4.98805	Transcript_750
mRNA	1.91965	3.1538	Transcript_751
mRNA	0.0	0.891951	Transcript_752
mRNA	4.22385	2.61369	Transcript_753
mRNA	0.0	0.8932389999999999	Transcript_754
mRNA	6.15912	20.8549	Transcript_755
mRNA	7.663060000000001	3.94505	Transcript_757
mRNA	0.0	0.463399	Transcript_758
mRNA	0.07487360000000001	2.8260400000000005e-08	Transcript_760
mRNA	2.90342	5.4603	Transcript_761
mRNA	0.6753020000000001	1.3195299999999999	Transcript_762
mRNA	0.0	0.0	Transcript_763
mRNA	0.0	1.16225e-09	Transcript_764
mRNA	8.19477	7.99982	Transcript_771
mRNA	5.26543	6.98002	Transcript_772
mRNA	0.0	1.55992	Transcript_773
mRNA	14.0315	20.1166	Transcript_774
mRNA	0.429617	3.83351	Transcript_775
mRNA	1.68952e-07	3.5042800000000005	Transcript_777
mRNA	5.40043	17.2208	Transcript_779
mRNA	0.0	5.29996	Transcript_783
mRNA	0.0	4.90624	Transcript_784
mRNA	0.0	14.289000000000001	Transcript_785
mRNA	7.7312899999999996	2.83891	Transcript_788
mRNA	0.0	0.000389731	Transcript_789
mRNA	0.0	0.993925	Transcript_790
mRNA	1.23441e-08	0.0	Transcript_791
mRNA	0.0	1.6962599999999999	Transcript_793
mRNA	0.000899925	5.132219999999999	Transcript_794
mRNA	0.0	0.0	Transcript_797
mRNA	0.0	1.73948	Transcript_800
mRNA	0.0	5.6781800000000006e-05	Transcript_801
mRNA	1.4711	1.0257399999999999	Transcript_804
mRNA	0.0	6.30013	Transcript_805
mRNA	0.0	8.279819999999999	Transcript_806
mRNA	0.0	4.22253	Transcript_808
mRNA	0.41968599999999995	4.51944	Transcript_809
mRNA	2.74683	3.5152	Transcript_810
mRNA	0.229692	2.09059	Transcript_812
mRNA	0.09486560000000001	0.0	Transcript_813
mRNA	5.6814599999999995	3.1597	Transcript_817
mRNA	4.22651	6.41846	Transcript_818
mRNA	2.72448	3.79085	Transcript_819
mRNA	5.05823e-05	14.4183	Transcript_820
mRNA	0.0331949	3.98791	Transcript_821
mRNA	0.0	0.0	Transcript_822
mRNA	1.06184	2.50886	Transcript_823
mRNA	6.82141e-05	3.01255	Transcript_824
mRNA	8.3993	0.9853770000000001	Transcript_825
mRNA	0.0	1.7306599999999999	Transcript_826
mRNA	0.681211	0.672375	Transcript_827
mRNA	0.0	5.55492	Transcript_828
mRNA	0.0	3.85592	Transcript_832
mRNA	0.0	1.5289	Transcript_833
mRNA	0.0	9.17998	Transcript_835
mRNA	0.0	0.8836360000000001	Transcript_837
mRNA	0.027098900000000002	3.01823	Transcript_838
mRNA	0.000340608	2.91324	Transcript_840
mRNA	0.0	0.49444	Transcript_841
mRNA	0.0	6.646089999999999	Transcript_847
mRNA	6.47487	2.1579099999999998	Transcript_851
mRNA	5.46504e-09	0.715119	Transcript_852
mRNA	6.50983	3.01421	Transcript_854
mRNA	3.4729400000000004	16.0473	Transcript_855
mRNA	0.0	19.1258	Transcript_856
mRNA	5.588609999999999e-09	2.88542	Transcript_859
mRNA	0.0	5.07299	Transcript_860
mRNA	1.9122599999999998	1.4462700000000002	Transcript_861
mRNA	1.7963799999999999	3.1207599999999998	Transcript_868
mRNA	0.0	11.3515	Transcript_874
mRNA	0.0	2.05215	Transcript_906
mRNA	1.2371	1.9936	Transcript_907
mRNA	0.0	1.72976	Transcript_909
mRNA	3.03577	1.9464700000000001	Transcript_911
mRNA	2.7208799999999997	12.4034	Transcript_915
mRNA	0.0	0.640091	Transcript_925
mRNA	1.00478	0.794489	Transcript_928
mRNA	0.0	2.26858	Transcript_930
mRNA	0.43706000000000006	2.02494	Transcript_944
mRNA	3.84593	2.37112	Transcript_952
mRNA	0.0	0.0	Transcript_968
mRNA	0.0	2.56228	Transcript_989
mRNA	0.0	0.682823	Transcript_1081
mRNA	0.0	0.202252	Transcript_1101
mRNA	0.0	0.0	Transcript_1126
mRNA	1.82008	6.735860000000001	Transcript_1150
mRNA	0.0	2.59862	Transcript_1152
mRNA	0.0	4.04431	Transcript_1154
mRNA	1.05831	2.36572	Transcript_1157
mRNA	0.0	2.86618	Transcript_1162
mRNA	0.0	5.12721	Transcript_1164
mRNA	2.06414	4.09242	Transcript_1168
mRNA	0.180563	1.6586	Transcript_1172
mRNA	0.0	5.36029	Transcript_1174
mRNA	0.0	1.8204599999999997	Transcript_1186
mRNA	3.6455800000000003	2.44788	Transcript_1194
mRNA	0.0	2.68532	Transcript_1224
mRNA	5.0755300000000005	7.6519699999999995	Transcript_1230
mRNA	2.30383	6.44499	Transcript_1245
mRNA	2.39891e-07	34.1891	Transcript_1247
mRNA	4.5951900000000006	8.91035	Transcript_1257
mRNA	10.7825	0.00021782	Transcript_1259
mRNA	0.0	1.2983	Transcript_1267
mRNA	0.0	2.81165	Transcript_1272
mRNA	0.0	0.0	Transcript_1273
mRNA	0.699006	2.5280299999999998	Transcript_1274
mRNA	0.0	2.89214	Transcript_1275
mRNA	0.016181	14.9355	Transcript_1278
mRNA	4.8200500000000005e-09	2.5584599999999997	Transcript_1279
mRNA	0.0	2.59802	Transcript_1283
mRNA	0.67224	10.4349	Transcript_1285
mRNA	3.52675	2.525	Transcript_1286
mRNA	0.0	2.19257	Transcript_1289
mRNA	0.0	0.0	Transcript_1290
mRNA	1.3008	2.10522	Transcript_1294
mRNA	2.81707	3.4934199999999995	Transcript_1296
mRNA	0.00332948	1.29437	Transcript_1315
mRNA	0.0	1.8214299999999999	Transcript_1317
mRNA	0.0	0.8936719999999999	Transcript_1318
mRNA	0.0	3.7355400000000003	Transcript_1319
mRNA	4.32859	6.52785	Transcript_1326
mRNA	0.0	2.0253	Transcript_1327
mRNA	1.26865	1.3657299999999999	Transcript_1364
mRNA	0.0	3.8744199999999998	Transcript_1368
mRNA	38.8581	12.1351	Transcript_1372
mRNA	0.693522	1.01688	Transcript_1378
mRNA	2.0575099999999997	2.48678	Transcript_1394
mRNA	0.0	3.42315	Transcript_1395
mRNA	1.17703	1.26641	Transcript_1424
mRNA	0.0	0.9986280000000001	Transcript_1425
mRNA	0.0	1.7746099999999998	Transcript_1438
mRNA	0.0	4.7903	Transcript_1440
mRNA	0.0	1.01292	Transcript_1445
mRNA	0.378092	2.21446	Transcript_1446
mRNA	0.0	2.1821	Transcript_1447
mRNA	0.0	3.4795	Transcript_1448
mRNA	0.0	8.13574	Transcript_1462
mRNA	3.68833	14.7408	Transcript_1471
mRNA	8.721169999999999	2.34238	Transcript_1473
mRNA	3.03973	6.631989999999999	Transcript_1484
mRNA	1.0524	0.572749	Transcript_1488
mRNA	0.0	1.99698	Transcript_1501
mRNA	3.2772	0.169763	Transcript_1524
mRNA	0.0	2.02395	Transcript_1525
mRNA	0.00539456	1.34553	Transcript_1532
mRNA	12.0688	2.30916	Transcript_1543
mRNA	7.181019999999999	1.5829799999999998	Transcript_1553
mRNA	0.0	0.123375	Transcript_1584
mRNA	0.8518100000000001	1.48193	Transcript_1594
mRNA	0.0	2.2915799999999997	Transcript_1616
mRNA	0.0	1.57574	Transcript_1655
mRNA	0.0	0.023129499999999997	Transcript_1666
mRNA	0.0	7.525930000000001	Transcript_1668
mRNA	0.0	2.90565	Transcript_1703
mRNA	0.0	2.56294	Transcript_1759
mRNA	0.0	1.4803	Transcript_1791
mRNA	0.0	3.40771	Transcript_1793
mRNA	0.0	1.1293799999999998	Transcript_1796
mRNA	0.010311399999999998	9.1681	Transcript_1800
mRNA	0.349233	2.96536	Transcript_1804
mRNA	0.0	1.91619	Transcript_1809
mRNA	0.0	3.64456	Transcript_1811
mRNA	0.0	0.587549	Transcript_1813
mRNA	0.317795	2.33475	Transcript_1818
mRNA	3.75306	11.5457	Transcript_1819
mRNA	4.1864099999999995	3.15362	Transcript_1821
mRNA	0.0	2.5990599999999997	Transcript_1822
mRNA	0.0	0.0	Transcript_1823
mRNA	0.0	0.9173709999999999	Transcript_1824
mRNA	0.0	1.9377900000000001	Transcript_1830
mRNA	0.0	4.6331	Transcript_1832
mRNA	0.0	1.7921900000000002	Transcript_1834
mRNA	0.0	2.8586	Transcript_1835
mRNA	0.0	2.7250099999999997	Transcript_1836
mRNA	0.23215300000000003	0.0	Transcript_1838
mRNA	0.524994	2.77198	Transcript_1841
mRNA	9.526710000000001	4.678669999999999	Transcript_1848
mRNA	0.0	1.63168	Transcript_1856
mRNA	0.6026090000000001	3.03904	Transcript_1860
mRNA	0.703144	0.952838	Transcript_1866
mRNA	0.0	2.71335	Transcript_1871
mRNA	3.3615199999999996	7.42732	Transcript_1883
mRNA	9.228539999999999	4.0689400000000004	Transcript_1885
mRNA	0.0	6.338430000000001	Transcript_1889
mRNA	0.138189	0.0	Transcript_1890
mRNA	2.96217	4.75612	Transcript_1891
mRNA	2.9385	7.0329	Transcript_1892
mRNA	0.0	0.0	Transcript_1894
mRNA	0.0	0.0	Transcript_1896
mRNA	0.0	2.82376	Transcript_1897
mRNA	0.729167	1.89652	Transcript_1898
mRNA	0.0	53.7057	Transcript_1899
mRNA	1.4502700000000002	8.64462	Transcript_1900
mRNA	22.9017	65.5799	Transcript_1901
mRNA	0.0	5.0689	Transcript_1902
mRNA	0.387333	36.4636	Transcript_1903
mRNA	5.50948	6.3825400000000005	Transcript_1909
mRNA	0.0	2.4628799999999997	Transcript_1910
mRNA	1.9748	4.4400900000000005	Transcript_1912
mRNA	4.05086	5.299930000000001	Transcript_1913
mRNA	0.0	2.48255	Transcript_1914
mRNA	0.521502	4.54744	Transcript_1916
mRNA	4.80795	6.21483	Transcript_1917
mRNA	5.39786	5.482080000000001	Transcript_1919
mRNA	0.7823180000000001	2.61363	Transcript_1923
mRNA	7.20557	6.771310000000001	Transcript_1924
mRNA	0.0	5.06109	Transcript_1925
mRNA	4.9134199999999995	14.2394	Transcript_1926
mRNA	9.87706	28.4882	Transcript_1928
mRNA	4.468459999999999	6.51469	Transcript_1931
mRNA	3.18802	62.7984	Transcript_1933
mRNA	1.01562	6.25329	Transcript_1935
mRNA	0.0	18.7329	Transcript_1936
mRNA	0.0	0.0	Transcript_1939
mRNA	2.4891400000000004	1.6721	Transcript_1942
mRNA	2.81687	5.7457400000000005	Transcript_1946
mRNA	1.93337	5.52375	Transcript_1949
mRNA	2.06371	3.6996900000000004	Transcript_1951
mRNA	0.0	4.1273e-09	Transcript_1953
mRNA	10.1978	8.81944	Transcript_1954
mRNA	3.11585	6.1041	Transcript_1956
mRNA	14.5703	12.6871	Transcript_1957
mRNA	0.0	0.624041	Transcript_1958
mRNA	0.0	10.434000000000001	Transcript_1959
mRNA	14.5451	5.57108	Transcript_1960
mRNA	10.5215	8.00504	Transcript_1961
mRNA	11.7115	13.6754	Transcript_1968
mRNA	0.901106	2.3359400000000003	Transcript_1969
mRNA	3.07444	4.00916	Transcript_1970
mRNA	7.775060000000001	5.32076	Transcript_1972
mRNA	45.617	12.4248	Transcript_1975
mRNA	0.0	4.77693	Transcript_1977
mRNA	1.72143	3.72831	Transcript_1979
mRNA	5.19209	10.7939	Transcript_1982
mRNA	16.1895	36.056	Transcript_1985
mRNA	4.39337	3.02821	Transcript_1986
mRNA	0.0	1.01705	Transcript_1991
mRNA	8.39408	10.0422	Transcript_1993
mRNA	0.53714	0.0	Transcript_1994
mRNA	1.11401	7.263439999999999	Transcript_1995
mRNA	36.505	5.8406199999999995	Transcript_1996
mRNA	12.8545	11.9825	Transcript_2001
mRNA	8.60518	4.06251	Transcript_2003
mRNA	8.36812	12.0928	Transcript_2006
mRNA	9.83148	4.4435	Transcript_2008
mRNA	3.15846	3.34844	Transcript_2011
mRNA	0.818828	6.980110000000001	Transcript_2012
mRNA	2.2644599999999997	4.32808	Transcript_2014
mRNA	0.319471	7.468660000000001	Transcript_2016
mRNA	5.00059	4.7804400000000005	Transcript_2017
mRNA	2.8363400000000003	8.13411	Transcript_2020
mRNA	4.3957	4.36551	Transcript_2021
mRNA	456.60900000000004	1318.14	Transcript_2022
mRNA	0.0	0.33765	Transcript_2024
mRNA	6.9401	6.05719	Transcript_2026
mRNA	5.85904	4.8760699999999995	Transcript_2030
mRNA	1.5365799999999998	7.664860000000001	Transcript_2032
mRNA	2.72052	2.87954	Transcript_2033
mRNA	3.02659	9.02775	Transcript_2035
mRNA	3.7352	5.69789	Transcript_2036
mRNA	0.46731000000000006	4.31215	Transcript_2037
mRNA	6.66047	9.695160000000001	Transcript_2039
mRNA	3.15142	6.69463	Transcript_2040
mRNA	0.841901	3.13667	Transcript_2041
mRNA	4.12173	13.8555	Transcript_2043
mRNA	4.208419999999999	41.2417	Transcript_2045
mRNA	0.0	1.01875	Transcript_2047
mRNA	5.96577e-06	0.0	Transcript_2048
mRNA	2.88155	11.0777	Transcript_2049
mRNA	0.24608899999999997	2.60946	Transcript_2051
mRNA	0.0	7.92525	Transcript_2053
mRNA	1.4925	5.57613	Transcript_2055
mRNA	7.10767	9.779689999999999	Transcript_2056
mRNA	0.502753	14.3763	Transcript_2058
mRNA	0.0	0.153645	Transcript_2059
mRNA	10.884	14.2124	Transcript_2062
mRNA	0.0	0.5253979999999999	Transcript_2063
mRNA	0.159659	2.71311	Transcript_2064
mRNA	4.13694	6.291	Transcript_2065
mRNA	0.0	4.21595	Transcript_2067
mRNA	4.29368	15.4234	Transcript_2071
mRNA	2.46889	33.8196	Transcript_2074
mRNA	11.3586	11.767999999999999	Transcript_2075
mRNA	0.0	0.0	Transcript_2076
mRNA	1.9444599999999999	6.783339999999999	Transcript_2077
mRNA	3.74025e-06	5.13784	Transcript_2078
mRNA	0.0	16.0078	Transcript_2082
mRNA	0.0	0.536333	Transcript_2083
mRNA	2.50725	10.8236	Transcript_2087
mRNA	9.607999999999999	11.9102	Transcript_2088
mRNA	2.32933	4.18658	Transcript_2089
mRNA	2.96215	5.10574	Transcript_2090
mRNA	0.25983	2.31744	Transcript_2091
mRNA	1.46485	2.70598	Transcript_2092
mRNA	5.80326	7.96787	Transcript_2096
mRNA	5.94444	20.1943	Transcript_2099
mRNA	10.6586	11.3116	Transcript_2102
mRNA	2.87968	4.96534	Transcript_2103
mRNA	3.7578199999999997	5.9952	Transcript_2104
mRNA	15.5	12.272	Transcript_2105
mRNA	0.0	24.4	Transcript_2107
mRNA	0.0	5.31303	Transcript_2109
mRNA	1.12884	9.17613	Transcript_2110
mRNA	2.93229	8.97402	Transcript_2113
mRNA	0.09720430000000001	7.250589999999999	Transcript_2114
mRNA	2.12048	4.7735199999999995	Transcript_2120
mRNA	7.92428	5.71288	Transcript_2121
mRNA	1.98622	2.44056	Transcript_2123
mRNA	1.01541e-05	0.45006	Transcript_2124
mRNA	0.0	1.35741	Transcript_2125
mRNA	0.000270965	13.6334	Transcript_2126
mRNA	7.988860000000001	22.0202	Transcript_2127
mRNA	2.88873	3.46119	Transcript_2128
mRNA	1.7779599999999998	3.3779800000000004	Transcript_2130
mRNA	0.0	3.072	Transcript_2132
mRNA	9.29062	7.26836	Transcript_2137
mRNA	10.6613	10.1785	Transcript_2138
mRNA	0.0	0.739858	Transcript_2139
mRNA	10.7783	11.5063	Transcript_2140
mRNA	1.81751	2.4015	Transcript_2144
mRNA	0.6872729999999999	5.40355	Transcript_2150
mRNA	4.33038	5.46229	Transcript_2152
mRNA	3.02841	20.3963	Transcript_2155
mRNA	10.6504	17.0895	Transcript_2156
mRNA	0.0	0.0	Transcript_2158
mRNA	0.0	1.30105	Transcript_2159
mRNA	1.04853	8.31212	Transcript_2160
mRNA	1.1220299999999999	6.966069999999999	Transcript_2161
mRNA	1.91813	3.3026	Transcript_2162
mRNA	4.8274099999999995	4.670640000000001	Transcript_2164
mRNA	0.0001605	0.05248	Transcript_2165
mRNA	0.2516	3.14093	Transcript_2166
mRNA	1.95003	1.65215	Transcript_2169
mRNA	1.7632400000000001	3.98414	Transcript_2170
mRNA	36.9789	47.2861	Transcript_2171
mRNA	8.49806	13.8523	Transcript_2172
mRNA	1.08881	2.31256	Transcript_2174
mRNA	3.7067300000000003	5.7739	Transcript_2177
mRNA	0.0	6.8772899999999995	Transcript_2179
